OBJECTID *,Symbol,Description,Symbol_Description,FGDCPageNumber,AzimuthMeasurementConvention,PointOfObservation,FGDC_Symbols_ID,created_user,created_date,last_edited_user,last_edited_date
699,05.11.16,"Small, minor overturned anticline, vertical or near-vertical axial surface (1st option)—Showing strike. Beds on one limb are overturned; arrows show dip direction of limbs.","05.11.16 Small, minor overturned anticline, vertical or near-vertical axial surface (1st option)—Showing strike. Beds on one limb are overturned; arrows show dip direction of limbs.",A-5-14,strike,center,FGDC0699,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
700,05.11.17,"Small, minor overturned anticline, inclined axial surface (1st option)—Showing strike and dip. Beds on one limb are overturned; arrows show dip direction of limbs.","05.11.17 Small, minor overturned anticline, inclined axial surface (1st option)—Showing strike and dip. Beds on one limb are overturned; arrows show dip direction of limbs.",A-5-14,dip direction,center,FGDC0700,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
701,05.11.18,"Small, minor overturned anticline, vertical or near-vertical axial surface (2nd option)—Showing strike. Beds on one limb are overturned; arrows show dip direction of limbs.","05.11.18 Small, minor overturned anticline, vertical or near-vertical axial surface (2nd option)—Showing strike. Beds on one limb are overturned; arrows show dip direction of limbs.",A-5-14,strike,center,FGDC0701,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
702,05.11.19,"Small, minor overturned anticline, inclined axial surface (2nd option)—Showing strike and dip. Beds on one limb are overturned; arrows show dip direction of limbs.","05.11.19 Small, minor overturned anticline, inclined axial surface (2nd option)—Showing strike and dip. Beds on one limb are overturned; arrows show dip direction of limbs.",A-5-14,dip direction,center,FGDC0702,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
703,05.11.20,"Small, minor inverted anticline, vertical or near-vertical axial surface (1st option)—Showing strike. Beds on both limbs are overturned; arrows show dip direction of limbs.","05.11.20 Small, minor inverted anticline, vertical or near-vertical axial surface (1st option)—Showing strike. Beds on both limbs are overturned; arrows show dip direction of limbs.",A-5-14,strike,center,FGDC0703,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
704,05.11.21,"Small, minor inverted anticline, inclined axial surface (1st option)—Showing strike and dip. Beds on both limbs are overturned; arrows show dip direction of limbs.","05.11.21 Small, minor inverted anticline, inclined axial surface (1st option)—Showing strike and dip. Beds on both limbs are overturned; arrows show dip direction of limbs.",A-5-14,dip direction,center,FGDC0704,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
705,05.11.22,"Small, minor inverted anticline, vertical or near-vertical axial surface (2nd option)—Showing strike. Beds on both limbs are overturned; arrows show dip direction of limbs.","05.11.22 Small, minor inverted anticline, vertical or near-vertical axial surface (2nd option)—Showing strike. Beds on both limbs are overturned; arrows show dip direction of limbs.",A-5-14,strike,center,FGDC0705,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
706,05.11.23,"Small, minor inverted anticline, inclined axial surface (2nd option)—Showing strike and dip. Beds on both limbs are overturned; arrows show dip direction of limbs.","05.11.23 Small, minor inverted anticline, inclined axial surface (2nd option)—Showing strike and dip. Beds on both limbs are overturned; arrows show dip direction of limbs.",A-5-14,dip direction,center,FGDC0706,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
707,05.11.24,"Small, minor syncline, vertical or near-vertical axial surface (1st option)—Showing strike.","05.11.24 Small, minor syncline, vertical or near-vertical axial surface (1st option)—Showing strike.",A-5-15,strike,center,FGDC0707,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
708,05.11.25,"Small, minor syncline, inclined axial surface (1st option)—Showing strike and dip.","05.11.25 Small, minor syncline, inclined axial surface (1st option)—Showing strike and dip.",A-5-15,dip direction,center,FGDC0708,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
709,05.11.26,"Small, minor syncline, vertical or near-vertical axial surface (2nd option)—Showing strike.","05.11.26 Small, minor syncline, vertical or near-vertical axial surface (2nd option)—Showing strike.",A-5-15,strike,center,FGDC0709,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
710,05.11.27,"Small, minor syncline, inclined axial surface (2nd option)—Showing strike and dip.","05.11.27 Small, minor syncline, inclined axial surface (2nd option)—Showing strike and dip.",A-5-15,dip direction,center,FGDC0710,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
711,05.11.28,"Small, minor synform, vertical or near-vertical axial surface (1st option)—Showing strike.","05.11.28 Small, minor synform, vertical or near-vertical axial surface (1st option)—Showing strike.",A-5-15,strike,center,FGDC0711,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
712,05.11.29,"Small, minor synform, inclined axial surface (1st option)—Showing strike and dip.","05.11.29 Small, minor synform, inclined axial surface (1st option)—Showing strike and dip.",A-5-15,dip direction,center,FGDC0712,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
713,05.11.30,"Small, minor synform, vertical or near-vertical axial surface (2nd option)—Showing strike.","05.11.30 Small, minor synform, vertical or near-vertical axial surface (2nd option)—Showing strike.",A-5-15,strike,center,FGDC0713,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
714,05.11.31,"Small, minor synform, inclined axial surface (2nd option)—Showing strike and dip.","05.11.31 Small, minor synform, inclined axial surface (2nd option)—Showing strike and dip.",A-5-15,dip direction,center,FGDC0714,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
715,05.11.32,"Small, minor asymmetric syncline, vertical or near-vertical axial surface (1st option)—Showing strike. Beds are upright; shorter arrow on steeper limb.","05.11.32 Small, minor asymmetric syncline, vertical or near-vertical axial surface (1st option)—Showing strike. Beds are upright; shorter arrow on steeper limb.",A-5-15,strike,center,FGDC0715,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
716,05.11.33,"Small, minor asymmetric syncline, inclined axial surface (1st option)—Showing strike and dip. Beds are upright; shorter arrow on steeper limb.","05.11.33 Small, minor asymmetric syncline, inclined axial surface (1st option)—Showing strike and dip. Beds are upright; shorter arrow on steeper limb.",A-5-15,dip direction,center,FGDC0716,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
717,05.11.34,"Small, minor asymmetric syncline, vertical or near-vertical axial surface (2nd option)—Showing strike. Beds are upright; shorter arrow on steeper limb.","05.11.34 Small, minor asymmetric syncline, vertical or near-vertical axial surface (2nd option)—Showing strike. Beds are upright; shorter arrow on steeper limb.",A-5-15,strike,center,FGDC0717,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
718,05.11.35,"Small, minor asymmetric syncline, inclined axial surface (2nd option)—Showing strike and dip. Beds are upright; shorter arrow on steeper limb.","05.11.35 Small, minor asymmetric syncline, inclined axial surface (2nd option)—Showing strike and dip. Beds are upright; shorter arrow on steeper limb.",A-5-15,dip direction,center,FGDC0718,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
719,05.11.36,"Small, minor overturned syncline, vertical or near-vertical axial surface (1st option)—Showing strike. Beds on one limb are overturned; arrows show dip direction of limbs.","05.11.36 Small, minor overturned syncline, vertical or near-vertical axial surface (1st option)—Showing strike. Beds on one limb are overturned; arrows show dip direction of limbs.",A-5-15,strike,center,FGDC0719,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
720,05.11.37,"Small, minor overturned syncline, inclined axial surface (1st option)—Showing strike and dip. Beds on one limb are overturned; arrows show dip direction of limbs.","05.11.37 Small, minor overturned syncline, inclined axial surface (1st option)—Showing strike and dip. Beds on one limb are overturned; arrows show dip direction of limbs.",A-5-15,dip direction,center,FGDC0720,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
721,05.11.38,"Small, minor overturned syncline, vertical or near-vertical axial surface (2nd option)—Showing strike. Beds on one limb are overturned; arrows show dip direction of limbs.","05.11.38 Small, minor overturned syncline, vertical or near-vertical axial surface (2nd option)—Showing strike. Beds on one limb are overturned; arrows show dip direction of limbs.",A-5-15,strike,center,FGDC0721,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
722,05.11.39,"Small, minor overturned syncline, inclined axial surface (2nd option)—Showing strike and dip. Beds on one limb are overturned; arrows show dip direction of limbs.","05.11.39 Small, minor overturned syncline, inclined axial surface (2nd option)—Showing strike and dip. Beds on one limb are overturned; arrows show dip direction of limbs.",A-5-15,dip direction,center,FGDC0722,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
723,05.11.40,"Small, minor inverted syncline, vertical or near-vertical axial surface (1st option)—Showing strike. Beds on both limbs are overturned; arrows show dip direction of limbs.","05.11.40 Small, minor inverted syncline, vertical or near-vertical axial surface (1st option)—Showing strike. Beds on both limbs are overturned; arrows show dip direction of limbs.",A-5-15,strike,center,FGDC0723,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
724,05.11.41,"Small, minor inverted syncline, inclined axial surface (1st option)—Showing strike and dip. Beds on both limbs are overturned; arrows show dip direction of limbs.","05.11.41 Small, minor inverted syncline, inclined axial surface (1st option)—Showing strike and dip. Beds on both limbs are overturned; arrows show dip direction of limbs.",A-5-15,dip direction,center,FGDC0724,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
725,05.11.42,"Small, minor inverted syncline, vertical or near-vertical axial surface (2nd option)—Showing strike. Beds on both limbs are overturned; arrows show dip direction of limbs.","05.11.42 Small, minor inverted syncline, vertical or near-vertical axial surface (2nd option)—Showing strike. Beds on both limbs are overturned; arrows show dip direction of limbs.",A-5-15,strike,center,FGDC0725,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
726,05.11.43,"Small, minor inverted syncline, inclined axial surface (2nd option)—Showing strike and dip. Beds on both limbs are overturned; arrows show dip direction of limbs.","05.11.43 Small, minor inverted syncline, inclined axial surface (2nd option)—Showing strike and dip. Beds on both limbs are overturned; arrows show dip direction of limbs.",A-5-15,dip direction,center,FGDC0726,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
727,6.01,Horizontal bedding.,06.01 Horizontal bedding.,A-6-1,not applicable,center,FGDC0727,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
728,6.02,Inclined bedding—Showing strike and dip.,06.02 Inclined bedding—Showing strike and dip.,A-6-1,dip direction,center,FGDC0728,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
729,6.03,Vertical bedding—Showing strike.,06.03 Vertical bedding—Showing strike.,A-6-1,strike,center,FGDC0729,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
730,6.04,Overturned bedding—Showing strike and dip.,06.04 Overturned bedding—Showing strike and dip.,A-6-1,dip direction,center,FGDC0730,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
731,6.05,Bedding overturned more than 180 degrees—Showing strike and dip.,06.05 Bedding overturned more than 180 degrees—Showing strike and dip.,A-6-1,dip direction,center,FGDC0731,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
732,6.06,"Inclined (dip direction to right) bedding, for multiple observations at one locality—Showing strike and dip.","06.06 Inclined (dip direction to right) bedding, for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0732,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
733,6.07,"Inclined (dip direction to left) bedding, for multiple observations at one locality—Showing strike and dip.","06.07 Inclined (dip direction to left) bedding, for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0733,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
734,6.08,"Vertical bedding, for multiple observations at one locality—Showing strike.","06.08 Vertical bedding, for multiple observations at one locality—Showing strike.",A-6-1,strike,tail,FGDC0734,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
735,6.09,"Overturned (dip direction to right) bedding, for multiple observations at one locality—Showing strike and dip.","06.09 Overturned (dip direction to right) bedding, for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0735,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
736,6.1,"Overturned (dip direction to left) bedding, for multiple observations at one locality—Showing strike and dip.","06.10 Overturned (dip direction to left) bedding, for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0736,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
737,6.11,"Bedding overturned more than 180 degrees (dip direction to right), for multiple observations at one locality—Showing strike and dip.","06.11 Bedding overturned more than 180 degrees (dip direction to right), for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0737,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
738,6.12,"Bedding overturned more than 180 degrees (dip direction to left), for multiple observations at one locality—Showing strike and dip.","06.12 Bedding overturned more than 180 degrees (dip direction to left), for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0738,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
739,6.13,"Inclined bedding, where top direction of beds is known from local features—Showing strike and dip.","06.13 Inclined bedding, where top direction of beds is known from local features—Showing strike and dip.",A-6-1,dip direction,center,FGDC0739,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
740,6.14,"Vertical bedding, where top direction of beds is known from local features—Showing strike. Ball shows top direction.","06.14 Vertical bedding, where top direction of beds is known from local features—Showing strike. Ball shows top direction.",A-6-1,strike,center,FGDC0740,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
741,6.15,"Overturned bedding, where top direction of beds is known from local features—Showing strike and dip.","06.15 Overturned bedding, where top direction of beds is known from local features—Showing strike and dip.",A-6-1,dip direction,center,FGDC0741,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
742,6.16,"Bedding overturned more than180 degrees, where top direction of beds is known from local features—Showing strike and dip.","06.16 Bedding overturned more than180 degrees, where top direction of beds is known from local features—Showing strike and dip.",A-6-1,dip direction,center,FGDC0742,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
743,6.17,"Inclined (dip direction to right) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.","06.17 Inclined (dip direction to right) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0743,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
744,6.18,"Inclined (dip direction to left) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.","06.18 Inclined (dip direction to left) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0744,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
745,6.19,"Vertical (top direction to right) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike. Ball shows top direction.","06.19 Vertical (top direction to right) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike. Ball shows top direction.",A-6-1,strike,tail,FGDC0745,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
746,6.2,"Vertical (top direction to left) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike. Ball shows top direction.","06.20 Vertical (top direction to left) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike. Ball shows top direction.",A-6-1,strike,tail,FGDC0746,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
747,6.21,"Overturned (dip direction to right) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.","06.21 Overturned (dip direction to right) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0747,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
748,6.22,"Overturned (dip direction to left) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.","06.22 Overturned (dip direction to left) bedding, where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0748,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
749,6.23,"Bedding overturned more than 180 degrees (dip direction to right), where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.","06.23 Bedding overturned more than 180 degrees (dip direction to right), where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0749,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
750,6.24,"Bedding overturned more than 180 degrees (dip direction to left), where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.","06.24 Bedding overturned more than 180 degrees (dip direction to left), where top direction of beds is known from local features, for multiple observations at one locality—Showing strike and dip.",A-6-1,dip direction,tail,FGDC0750,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
751,6.25,"Inclined crenulated, warped, undulatory, or contorted bedding—Showing approximate strike and dip.","06.25 Inclined crenulated, warped, undulatory, or contorted bedding—Showing approximate strike and dip.",A-6-2,dip direction,center,FGDC0751,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
752,6.26,"Vertical or near-vertical crenulated, warped, undulatory, or contorted bedding—Showing approximate strike.","06.26 Vertical or near-vertical crenulated, warped, undulatory, or contorted bedding—Showing approximate strike.",A-6-2,strike,center,FGDC0752,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
753,6.27,Inclined graded bedding—Showing strike and dip.,06.27 Inclined graded bedding—Showing strike and dip.,A-6-2,dip direction,center,FGDC0753,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
754,6.28,Vertical or near-vertical graded bedding—Showing strike.,06.28 Vertical or near-vertical graded bedding—Showing strike.,A-6-2,strike,center,FGDC0754,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
755,6.29,Overturned graded bedding—Showing strike and dip.,06.29 Overturned graded bedding—Showing strike and dip.,A-6-2,dip direction,center,FGDC0755,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
756,6.3,Inclined bedding in cross-bedded rocks—Showing strike and dip.,06.30 Inclined bedding in cross-bedded rocks—Showing strike and dip.,A-6-2,dip direction,center,FGDC0756,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
757,6.31,Vertical or near-vertical bedding in cross-bedded rocks—Showing approximate strike.,06.31 Vertical or near-vertical bedding in cross-bedded rocks—Showing approximate strike.,A-6-2,strike,center,FGDC0757,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
758,6.32,Overturned bedding in cross-bedded rocks—Showing approximate strike and dip.,06.32 Overturned bedding in cross-bedded rocks—Showing approximate strike and dip.,A-6-2,dip direction,center,FGDC0758,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
759,6.33,Approximate orientation of inclined bedding—Showing approximate strike and dip.,06.33 Approximate orientation of inclined bedding—Showing approximate strike and dip.,A-6-2,dip direction,center,FGDC0759,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
760,6.34,Approximate orientation of vertical or near-vertical bedding—Showing approximate strike.,06.34 Approximate orientation of vertical or near-vertical bedding—Showing approximate strike.,A-6-2,strike,center,FGDC0760,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
761,6.35,Approximate orientation of overturned bedding—Showing approximate strike and dip.,06.35 Approximate orientation of overturned bedding—Showing approximate strike and dip.,A-6-2,dip direction,center,FGDC0761,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
762,6.36,"Approximate orientation of inclined bedding, where top direction of beds is known from local features—Showing approximate strike and dip.","06.36 Approximate orientation of inclined bedding, where top direction of beds is known from local features—Showing approximate strike and dip.",A-6-2,dip direction,center,FGDC0762,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
763,6.37,"Approximate orientation of vertical or near-vertical bedding, where top direction of beds is known from local features—Showing approximate strike. Ball shows top direction.","06.37 Approximate orientation of vertical or near-vertical bedding, where top direction of beds is known from local features—Showing approximate strike. Ball shows top direction.",A-6-2,strike,center,FGDC0763,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
764,6.38,"Approximate orientation of overturned bedding, where top direction of beds is known from local features—Showing approximate strike and dip.","06.38 Approximate orientation of overturned bedding, where top direction of beds is known from local features—Showing approximate strike and dip.",A-6-2,dip direction,center,FGDC0764,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
765,6.39,Horizontal bedding—As determined remotely or from aerial photographs.,06.39 Horizontal bedding—As determined remotely or from aerial photographs.,A-6-2,not applicable,center,FGDC0765,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
766,6.4,"Gently inclined (between 0° and 30°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.","06.40 Gently inclined (between 0° and 30°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.",A-6-2,dip direction,center,FGDC0766,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
767,6.41,"Moderately inclined (between 30° and 60°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.","06.41 Moderately inclined (between 30° and 60°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.",A-6-2,dip direction,center,FGDC0767,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
768,6.42,"Steeply inclined (between 60° and 90°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.","06.42 Steeply inclined (between 60° and 90°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.",A-6-2,dip direction,center,FGDC0768,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
769,6.43,"Vertical or near-vertical bedding, as determined remotely or from aerial photographs—Showing approximate strike.","06.43 Vertical or near-vertical bedding, as determined remotely or from aerial photographs—Showing approximate strike.",A-6-2,strike,center,FGDC0769,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
770,6.44,"Gently overturned (between 0° and 30°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.","06.44 Gently overturned (between 0° and 30°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.",A-6-2,dip direction,center,FGDC0770,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
771,6.45,"Moderately overturned (between 30° and 60°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.","06.45 Moderately overturned (between 30° and 60°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.",A-6-2,dip direction,center,FGDC0771,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
772,6.46,"Steeply overturned (between 60° and 90°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.","06.46 Steeply overturned (between 60° and 90°) bedding, as determined remotely or from aerial photographs—Showing approximate strike and direction of dip.",A-6-2,dip direction,center,FGDC0772,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
773,7.01,Horizontal cleavage (generic or type unspecified).,07.01 Horizontal cleavage (generic or type unspecified).,A-7-1,not applicable,center,FGDC0773,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
774,7.02,Inclined cleavage (generic or type unspecified)—Showing strike and dip.,07.02 Inclined cleavage (generic or type unspecified)—Showing strike and dip.,A-7-1,dip direction,center,FGDC0774,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
775,7.03,Vertical cleavage (generic or type unspecified)—Showing strike.,07.03 Vertical cleavage (generic or type unspecified)—Showing strike.,A-7-1,strike,center,FGDC0775,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
776,7.04,"Inclined (dip direction to right) cleavage (generic or type unspecified), for multiple observations at one locality—Showing strike and dip.","07.04 Inclined (dip direction to right) cleavage (generic or type unspecified), for multiple observations at one locality—Showing strike and dip.",A-7-1,dip direction,tail,FGDC0776,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
777,7.05,"Inclined (dip direction to left) cleavage (generic or type unspecified), for multiple observations at one locality—Showing strike and dip.","07.05 Inclined (dip direction to left) cleavage (generic or type unspecified), for multiple observations at one locality—Showing strike and dip.",A-7-1,dip direction,tail,FGDC0777,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
778,7.06,"Vertical cleavage (generic or type unspecified), for multiple observations at one locality—Showing strike.","07.06 Vertical cleavage (generic or type unspecified), for multiple observations at one locality—Showing strike.",A-7-1,strike,tail,FGDC0778,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
779,7.07,"Horizontal continuous, slaty cleavage.","07.07 Horizontal continuous, slaty cleavage.",A-7-1,not applicable,center,FGDC0779,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
780,7.08,"Inclined continuous, slaty cleavage—Showing strike and dip.","07.08 Inclined continuous, slaty cleavage—Showing strike and dip.",A-7-1,dip direction,center,FGDC0780,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
781,7.09,"Vertical continuous, slaty cleavage—Showing strike.","07.09 Vertical continuous, slaty cleavage—Showing strike.",A-7-1,strike,center,FGDC0781,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
782,7.1,"Inclined (dip direction to right) continuous, slaty cleavage, for multiple observations at one locality—Showing strike and dip.","07.10 Inclined (dip direction to right) continuous, slaty cleavage, for multiple observations at one locality—Showing strike and dip.",A-7-1,dip direction,tail,FGDC0782,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
783,7.11,"Inclined (dip direction to left) continuous, slaty cleavage, for multiple observations at one locality—Showing strike and dip.","07.11 Inclined (dip direction to left) continuous, slaty cleavage, for multiple observations at one locality—Showing strike and dip.",A-7-1,dip direction,tail,FGDC0783,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
784,7.12,"Vertical continuous, slaty cleavage, for multiple observations at one locality—Showing strike.","07.12 Vertical continuous, slaty cleavage, for multiple observations at one locality—Showing strike.",A-7-1,strike,tail,FGDC0784,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
785,7.13,"Horizontal disjunctive, spaced cleavage.","07.13 Horizontal disjunctive, spaced cleavage.",A-7-1,not applicable,center,FGDC0785,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
786,7.14,"Inclined disjunctive, spaced cleavage—Showing strike and dip.","07.14 Inclined disjunctive, spaced cleavage—Showing strike and dip.",A-7-1,dip direction,center,FGDC0786,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
787,7.15,"Vertical disjunctive, spaced cleavage—Showing strike.","07.15 Vertical disjunctive, spaced cleavage—Showing strike.",A-7-1,strike,center,FGDC0787,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
788,7.16,"Inclined (dip direction to right) disjunctive, spaced cleavage, for multiple observations at one locality—Showing strike and dip.","07.16 Inclined (dip direction to right) disjunctive, spaced cleavage, for multiple observations at one locality—Showing strike and dip.",A-7-1,dip direction,tail,FGDC0788,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
789,7.17,"Inclined (dip direction to left) disjunctive, spaced cleavage, for multiple observations at one locality—Showing strike and dip.","07.17 Inclined (dip direction to left) disjunctive, spaced cleavage, for multiple observations at one locality—Showing strike and dip.",A-7-1,dip direction,tail,FGDC0789,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
790,7.18,"Vertical disjunctive, spaced cleavage, for multiple observations at one locality—Showing strike.","07.18 Vertical disjunctive, spaced cleavage, for multiple observations at one locality—Showing strike.",A-7-1,strike,tail,FGDC0790,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
791,7.19,"Horizontal disjunctive, symmetric crenulation cleavage.","07.19 Horizontal disjunctive, symmetric crenulation cleavage.",A-7-1,not applicable,center,FGDC0791,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
